hour, t(sec), kWh,State,kWOut,kWIn,kvarOut,DCkW,kWTotalLosses,kWInvLosses,kWIdlingLosses,kWChDchLosses,kWh Chng,InvEff,InverterON,Vref,Vavg (DRC),VV Oper,VW Oper,DRC Oper,VV_DRC Oper,kWDesired,kW VW Limit,Limit kWOut Function,kVA Exceeded,
1, 0.00000, 700, 0, 0, 2.42718, 1.70132E-006, -2, 2.42718, 0.427184, 2, 0, -300, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
2, 0.00000, 700, 0, 0, 2.42719, -1.11779E-006, -2, 2.42719, 0.427185, 2, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
3, 0.00000, 700, 0, 0, 2.42719, -7.64509E-006, -2.00001, 2.42719, 0.427186, 2.00001, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
4, 0.00000, 700, 0, 0, 2.42723, -1.6598E-005, -2.00003, 2.42723, 0.427192, 2.00003, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
5, 0.00000, 700, 0, 0, 2.42716, 1.90204E-005, -1.99998, 2.42716, 0.427181, 1.99998, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
6, 0.00000, 700, 0, 0, 2.42726, -4.4977E-005, -2.00006, 2.42726, 0.427198, 2.00006, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
7, 0.00000, 700, 0, 0, 2.42718, 7.46838E-006, -2, 2.42718, 0.427184, 2, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
8, 0.00000, 700, 0, 0, 2.42717, 1.94725E-005, -1.99999, 2.42717, 0.427182, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
9, 0.00000, 700, 0, 0, 2.42718, 2.3952E-006, -1.99999, 2.42718, 0.427183, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
10, 0.00000, 700, 0, 0, 2.42717, 5.42427E-006, -1.99999, 2.42717, 0.427183, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
11, 0.00000, 700, 0, 0, 2.42716, 2.95248E-005, -1.99998, 2.42716, 0.42718, 1.99998, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
12, 0.00000, 700, 0, 0, 2.42717, 1.76204E-005, -1.99999, 2.42717, 0.427182, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
13, 0.00000, 700, 0, 0, 2.42719, -3.64526E-006, -2.00001, 2.42719, 0.427186, 2.00001, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
14, 0.00000, 700, 0, 0, 2.42717, -5.05268E-006, -1.99999, 2.42717, 0.427183, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
15, 0.00000, 700, 0, 0, 2.42718, 1.59757E-005, -1.99999, 2.42718, 0.427183, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
16, 0.00000, 700, 0, 0, 2.42721, -2.08676E-005, -2.00002, 2.42721, 0.427188, 2.00002, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
17, 0.00000, 700, 0, 0, 2.42722, 3.86574E-007, -2.00003, 2.42722, 0.427191, 2.00003, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
18, 0.00000, 700, 0, 0, 2.42723, 1.92276E-005, -2.00004, 2.42723, 0.427193, 2.00004, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
19, 0.00000, 700, 0, 0, 2.42724, 4.2747E-005, -2.00005, 2.42724, 0.427194, 2.00005, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
20, 0.00000, 700, 0, 0, 2.42715, 2.74995E-005, -1.99997, 2.42715, 0.427179, 1.99997, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
21, 0.00000, 700, 0, 0, 2.42717, 1.39592E-005, -1.99999, 2.42717, 0.427182, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
22, 0.00000, 700, 0, 0, 2.42713, 1.24705E-005, -1.99996, 2.42713, 0.427176, 1.99996, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
23, 0.00000, 700, 0, 0, 2.42718, 8.82065E-007, -2, 2.42718, 0.427185, 2, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
24, 0.00000, 700, 0, 0, 2.42717, 1.29E-005, -1.99999, 2.42717, 0.427182, 1.99999, 0, 0, 0.824, 1, 9999, 9999, 9999, 9999, 9999, 9999, 0, 9999, 200, 0
